Product ID,Order Month,Order Year,Product Unit Selling Price,Product Quantity,Total Selling Price
0,9,2015,0.0,5,0.0
1,4,2013,3.95,13,51.35
1,4,2014,3.95,8,31.6
1,4,2015,4.1,16,65.6
1,4,2016,4.1,20,82.0
1,4,2017,4.1,11,45.099999999999994
1,4,2018,4.1,10,41.0
1,4,2019,4.1,13,53.3
1,4,2020,4.4,5,22.0
1,4,2021,4.640000000000001,12,55.68000000000001
1,4,2022,5.095238095238095,11,56.047619047619044
1,4,2023,5.848484848484849,36,210.54545454545456
1,4,2024,6.410769230769231,44,282.0738461538462
1,8,2013,3.95,5,19.75
1,8,2015,4.1,29,118.89999999999999
1,8,2016,4.1,11,45.099999999999994
1,8,2017,4.1,8,32.8
1,8,2018,4.1,38,155.79999999999998
1,8,2019,4.1,14,57.39999999999999
1,8,2020,4.8419354838709685,13,62.94516129032259
1,8,2021,4.782608695652174,14,66.95652173913044
1,8,2022,5.573863636363637,10,55.73863636363637
1,8,2023,5.1125,14,71.575
1,12,2013,3.95,6,23.700000000000003
1,12,2014,3.95,25,98.75
1,12,2015,4.1,16,65.6
1,12,2016,4.1,9,36.9
1,12,2017,4.1,21,86.1
1,12,2018,4.1,5,20.5
1,12,2019,4.4,10,44.0
1,12,2020,4.4,22,96.80000000000001
1,12,2021,4.7371428571428575,6,28.422857142857147
1,12,2022,5.380434782608695,9,48.42391304347826
1,12,2023,5.602941176470588,9,50.42647058823529
1,2,2014,3.95,5,19.75
1,2,2015,4.1,50,204.99999999999997
1,2,2016,4.1,6,24.599999999999998
1,2,2017,4.1,10,41.0
1,2,2018,4.1,11,45.099999999999994
1,2,2019,4.1,11,45.099999999999994
1,2,2020,4.4,18,79.2
1,2,2021,4.7666666666666675,16,76.26666666666668
1,2,2022,5.493589743589744,12,65.92307692307692
1,2,2023,5.152777777777778,12,61.83333333333333
1,2,2024,6.144230769230769,10,61.44230769230769
1,1,2014,3.95,12,47.400000000000006
1,1,2015,4.076315789473684,6,24.457894736842103
1,1,2016,4.1,34,139.39999999999998
1,1,2017,4.1,13,53.3
1,1,2018,4.1,14,57.39999999999999
1,1,2019,4.1,11,45.099999999999994
1,1,2020,4.4,10,44.0
1,1,2021,5.342857142857143,7,37.400000000000006
1,1,2022,5.04,16,80.64
1,1,2023,4.75,18,85.5
1,1,2024,5.409090909090909,11,59.5
1,7,2013,3.95,5,19.75
1,7,2015,4.1,15,61.49999999999999
1,7,2016,4.1,17,69.69999999999999
1,7,2017,4.1,14,57.39999999999999
1,7,2018,4.1,15,61.49999999999999
1,7,2019,4.1,12,49.199999999999996
1,7,2020,4.4,13,57.2
1,7,2021,5.0875,12,61.050000000000004
1,7,2022,5.2269736842105265,19,99.3125
1,7,2023,4.940789473684211,15,74.11184210526316
1,6,2013,3.9500000000000006,5,19.750000000000004
1,6,2015,4.1,17,69.69999999999999
1,6,2016,4.1,4,16.4
1,6,2017,4.1,15,61.49999999999999
1,6,2018,4.1,18,73.8
1,6,2019,4.1,12,49.199999999999996
1,6,2020,4.4,12,52.800000000000004
1,6,2021,4.551724137931035,8,36.41379310344828
1,6,2022,5.464788732394366,12,65.57746478873239
1,6,2023,5.540909090909091,12,66.4909090909091
1,3,2014,3.95,8,31.6
1,3,2015,4.1,9,36.9
1,3,2016,4.1,13,53.3
1,3,2017,4.1,8,32.8
1,3,2018,4.1,11,45.099999999999994
1,3,2019,4.1,7,28.699999999999996
1,3,2020,4.4,11,48.400000000000006
1,3,2021,4.669387755102041,10,46.69387755102041
1,3,2022,4.9664179104477615,16,79.46268656716418
1,3,2023,4.75,10,47.5
1,3,2024,5.650833333333334,8,45.20666666666667
1,5,2013,3.95,13,51.35
1,5,2014,3.95,8,31.6
1,5,2015,4.1,35,143.5
1,5,2016,4.1,32,131.2
1,5,2017,4.1,10,41.0
1,5,2018,4.1,15,61.49999999999999
1,5,2019,4.1,9,36.9
1,5,2020,4.4,10,44.0
1,5,2021,4.625000000000001,11,50.87500000000001
1,5,2022,5.171511627906977,24,124.11627906976744
1,5,2023,4.75,8,38.0
1,5,2024,7.166666666666667,26,186.33333333333334
1,11,2013,3.95,6,23.700000000000003
1,11,2014,3.95,15,59.25
1,11,2015,4.1,8,32.8
1,11,2016,4.1,10,41.0
1,11,2017,4.1,5,20.5
1,11,2018,4.1,9,36.9
1,11,2019,4.1,10,41.0
1,11,2020,5.038709677419355,10,50.38709677419355
1,11,2021,4.888888888888889,7,34.22222222222223
1,11,2022,6.2,12,74.4
1,11,2023,4.957142857142857,12,59.48571428571429
1,10,2013,3.95,9,35.550000000000004
1,10,2015,4.1,17,69.69999999999999
1,10,2016,4.1,10,41.0
1,10,2017,4.1,16,65.6
1,10,2018,4.1,9,36.9
1,10,2019,4.1,10,41.0
1,10,2020,4.4,13,57.2
1,10,2021,4.855172413793104,12,58.26206896551725
1,10,2022,5.065217391304348,9,45.586956521739125
1,10,2023,4.875,17,82.875
1,9,2013,3.95,10,39.5
1,9,2015,4.1,16,65.6
1,9,2016,4.1,17,69.69999999999999
1,9,2017,4.1,18,73.8
1,9,2018,4.1,15,61.49999999999999
1,9,2019,4.1,15,61.49999999999999
1,9,2020,5.008571428571429,13,65.11142857142858
1,9,2021,4.863157894736843,12,58.35789473684211
1,9,2022,4.983870967741935,7,34.887096774193544
1,9,2023,5.121794871794871,10,51.217948717948715
2,4,2016,2.5,100,250.0
2,4,2017,2.5,22,55.0
2,4,2018,2.5,15,37.5
2,8,2016,2.5,27,67.5
2,8,2017,2.5,11,27.5
2,12,2015,2.5,12,30.0
2,12,2017,2.5,14,35.0
2,2,2016,2.5,100,250.0
2,2,2017,2.5,62,155.0
2,2,2018,2.5,75,187.5
2,1,2014,2.5,52,130.0
2,1,2015,2.5,2,5.0
2,1,2017,2.5,15,37.5
2,7,2015,2.5,3,7.5
2,7,2016,2.5,20,50.0
2,7,2017,2.5,14,35.0
2,6,2015,2.5,100,250.0
2,6,2017,2.5,35,87.5
2,6,2018,2.5,75,187.5
2,3,2015,2.5,52,130.0
2,3,2017,2.5,9,22.5
2,5,2014,2.5,20,50.0
2,5,2015,2.5,21,52.5
2,5,2017,2.5,15,37.5
2,5,2018,2.5,6,15.0
2,11,2013,1.95,2,3.9
2,11,2016,2.5,20,50.0
2,11,2017,2.5,65,162.5
2,10,2016,2.5,30,75.0
2,10,2017,2.5,15,37.5
2,9,2013,1.95,3,5.85
2,9,2015,2.5,100,250.0
2,9,2017,2.5,100,250.0
3,4,2013,3.5,5,17.5
3,4,2014,2.25,12,27.0
3,4,2015,3.6,2,7.2
3,4,2016,2.6,5,13.0
3,4,2018,2.25,5,11.25
3,4,2019,2.25,15,33.75
3,4,2020,2.35,50,117.5
3,4,2021,2.35,3,7.050000000000001
3,4,2022,2.6,21,54.6
3,4,2023,4.066666666666666,29,117.93333333333332
3,4,2024,2.6,2,5.2
3,8,2013,2.9642857142857144,3,8.892857142857142
3,8,2015,2.6,5,13.0
3,8,2016,2.6,6,15.600000000000001
3,8,2017,2.25,9,20.25
3,8,2018,2.25,5,11.25
3,8,2019,2.25,40,90.0
3,8,2022,3.15,10,31.5
3,8,2023,2.6,3,7.800000000000001
3,12,2015,2.6,7,18.2
3,12,2016,2.6,30,78.0
3,12,2017,2.25,10,22.5
3,12,2018,2.25,12,27.0
3,12,2019,2.35,8,18.8
3,12,2022,2.6,4,10.4
3,12,2023,2.6,21,54.6
3,2,2014,3.9166666666666665,11,43.08333333333333
3,2,2015,3.8499999999999996,6,23.099999999999998
3,2,2016,2.6,4,10.4
3,2,2017,2.25,3,6.75
3,2,2018,2.25,6,13.5
3,2,2019,2.25,21,47.25
3,2,2020,2.35,25,58.75
3,2,2021,2.35,50,117.5
3,2,2022,2.6,3,7.800000000000001
3,2,2023,2.6,30,78.0
3,1,2014,3.0833333333333335,9,27.75
3,1,2015,2.6,8,20.8
3,1,2016,2.6,12,31.200000000000003
3,1,2017,2.25,8,18.0
3,1,2018,2.25,7,15.75
3,1,2019,2.25,10,22.5
3,1,2020,2.35,3,7.050000000000001
3,1,2022,2.6,14,36.4
3,1,2023,3.7,8,29.6
3,7,2013,3.5,3,10.5
3,7,2015,2.6,7,18.2
3,7,2017,2.4375,9,21.9375
3,7,2018,2.25,22,49.5
3,7,2019,2.25,13,29.25
3,7,2021,4.425,1,4.425
3,7,2022,2.6,4,10.4
3,7,2023,2.6,3,7.800000000000001
3,6,2013,4.75,16,76.0
3,6,2015,2.6,3,7.800000000000001
3,6,2016,2.6,5,13.0
3,6,2017,2.25,8,18.0
3,6,2018,2.25,9,20.25
3,6,2019,2.25,7,15.75
3,6,2021,2.35,6,14.100000000000001
3,6,2022,3.7,8,29.6
3,6,2023,2.6,20,52.0
3,3,2014,3.0833333333333335,5,15.416666666666668
3,3,2015,3.1,4,12.4
3,3,2016,2.6,17,44.2
3,3,2017,2.25,11,24.75
3,3,2018,2.25,4,9.0
3,3,2019,2.25,6,13.5
3,3,2020,2.35,5,11.75
3,3,2021,2.35,12,28.200000000000003
3,3,2022,2.6,8,20.8
3,3,2024,4.8,2,9.6
3,5,2013,2.6666666666666665,4,10.666666666666666
3,5,2014,3.0833333333333335,6,18.5
3,5,2015,3.4333333333333336,4,13.733333333333334
3,5,2016,2.6,5,13.0
3,5,2017,2.25,3,6.75
3,5,2018,2.25,5,11.25
3,5,2019,2.25,22,49.5
3,5,2021,2.35,3,7.050000000000001
3,5,2022,2.6,10,26.0
3,5,2023,4.8,3,14.399999999999999
3,11,2013,3.5,3,10.5
3,11,2014,3.3214285714285716,3,9.964285714285715
3,11,2017,2.25,14,31.5
3,11,2018,2.25,17,38.25
3,11,2019,2.25,40,90.0
3,11,2020,2.35,30,70.5
3,11,2021,2.35,5,11.75
3,11,2022,4.8,14,67.2
3,10,2013,2.25,2,4.5
3,10,2015,2.6,5,13.0
3,10,2016,2.6,38,98.8
3,10,2017,2.25,15,33.75
3,10,2018,2.25,6,13.5
3,10,2019,2.25,12,27.0
3,10,2021,2.35,18,42.300000000000004
3,10,2022,2.6,3,7.800000000000001
3,10,2023,2.6,3,7.800000000000001
3,9,2013,3.25,6,19.5
3,9,2015,2.6,12,31.200000000000003
3,9,2016,2.6,10,26.0
3,9,2017,2.25,30,67.5
3,9,2018,2.25,5,11.25
3,9,2020,2.35,5,11.75
3,9,2021,2.35,20,47.0
3,9,2022,2.6,6,15.600000000000001
4,4,2014,3.95,18,71.10000000000001
4,4,2016,4.25,56,238.0
4,4,2017,4.25,110,467.5
4,4,2018,4.25,29,123.25
4,4,2019,4.25,28,119.0
4,4,2021,5.084615384615384,19,96.6076923076923
4,4,2022,4.75,24,114.0
4,4,2023,4.75,34,161.5
4,4,2024,7.65,67,512.5500000000001
4,8,2013,3.95,2,7.9
4,8,2015,4.25,42,178.5
4,8,2016,4.25,62,263.5
4,8,2017,4.25,106,450.5
4,8,2018,4.25,49,208.25
4,8,2019,4.25,23,97.75
4,8,2020,5.542857142857143,6,33.25714285714285
4,8,2021,4.91578947368421,18,88.48421052631579
4,8,2023,6.2,26,161.20000000000002
4,12,2013,3.95,10,39.5
4,12,2014,3.95,27,106.65
4,12,2015,4.25,20,85.0
4,12,2016,4.25,102,433.5
4,12,2017,4.25,14,59.5
4,12,2018,4.25,27,114.75
4,12,2019,4.5125,18,81.22500000000001
4,12,2020,4.55,15,68.25
4,12,2021,4.61,27,124.47000000000001
4,12,2023,4.75,12,57.0
4,2,2014,3.9500000000000006,7,27.650000000000006
4,2,2015,4.25,43,182.75
4,2,2016,4.25,21,89.25
4,2,2017,4.25,296,1258.0
4,2,2018,4.25,99,420.75
4,2,2019,4.25,18,76.5
4,2,2020,4.55,29,131.95
4,2,2021,6.866666666666667,3,20.6
4,2,2022,5.409090909090909,29,156.86363636363637
4,2,2023,4.75,14,66.5
4,2,2024,6.5625,7,45.9375
4,1,2014,3.95,12,47.400000000000006
4,1,2015,4.25,35,148.75
4,1,2016,4.25,64,272.0
4,1,2017,4.25,78,331.5
4,1,2018,4.25,38,161.5
4,1,2019,4.25,12,51.0
4,1,2020,4.55,18,81.89999999999999
4,1,2021,4.55,10,45.5
4,1,2022,4.75,10,47.5
4,1,2023,4.75,46,218.5
4,1,2024,6.5625,38,249.375
4,7,2013,3.95,6,23.700000000000003
4,7,2015,4.25,15,63.75
4,7,2016,4.25,76,323.0
4,7,2017,4.25,206,875.5
4,7,2018,4.25,28,119.0
4,7,2019,4.25,33,140.25
4,7,2020,4.55,20,91.0
4,7,2021,5.853125,16,93.65
4,7,2022,5.475,38,208.04999999999998
4,7,2023,5.65625,18,101.8125
4,6,2013,3.9500000000000006,8,31.600000000000005
4,6,2015,4.25,36,153.0
4,6,2016,4.25,51,216.75
4,6,2017,4.25,121,514.25
4,6,2018,4.25,34,144.5
4,6,2019,4.25,19,80.75
4,6,2020,4.55,51,232.04999999999998
4,6,2021,4.55,22,100.1
4,6,2022,5.894736842105263,32,188.6315789473684
4,6,2023,4.75,24,114.0
4,3,2014,3.95,17,67.15
4,3,2015,4.25,15,63.75
4,3,2016,4.25,26,110.5
4,3,2017,4.25,49,208.25
4,3,2018,4.25,18,76.5
4,3,2019,4.25,16,68.0
4,3,2020,4.55,15,68.25
4,3,2021,4.55,9,40.949999999999996
4,3,2022,4.75,24,114.0
4,3,2023,4.75,36,171.0
4,3,2024,4.75,13,61.75
4,5,2013,3.9500000000000006,4,15.800000000000002
4,5,2014,3.95,14,55.300000000000004
4,5,2015,4.25,5,21.25
4,5,2016,4.25,7,29.75
4,5,2017,4.25,98,416.5
4,5,2018,4.25,31,131.75
4,5,2019,4.25,22,93.5
4,5,2020,4.55,51,232.04999999999998
4,5,2021,5.322222222222222,14,74.5111111111111
4,5,2022,5.440476190476191,33,179.5357142857143
4,5,2023,4.75,34,161.5
4,5,2024,4.75,1,4.75
4,11,2013,3.95,12,47.400000000000006
4,11,2014,3.9500000000000006,8,31.600000000000005
4,11,2015,4.25,4,17.0
4,11,2016,4.25,10,42.5
4,11,2017,4.25,11,46.75
4,11,2018,4.25,29,123.25
4,11,2019,4.25,13,55.25
4,11,2020,4.55,17,77.35
4,11,2021,4.55,14,63.699999999999996
4,11,2022,4.75,23,109.25
4,11,2023,4.75,24,114.0
4,10,2013,3.9500000000000006,43,169.85000000000002
4,10,2015,4.25,46,195.5
4,10,2016,4.25,30,127.5
4,10,2017,4.25,15,63.75
4,10,2018,4.25,11,46.75
4,10,2019,4.25,14,59.5
4,10,2020,4.55,26,118.3
4,10,2021,6.866666666666666,21,144.2
4,10,2022,4.75,25,118.75
4,10,2023,5.409090909090909,10,54.09090909090909
4,9,2013,3.9500000000000006,20,79.00000000000001
4,9,2015,4.25,16,68.0
4,9,2016,4.25,70,297.5
4,9,2017,4.25,6,25.5
4,9,2018,4.25,13,55.25
4,9,2019,4.25,28,119.0
4,9,2020,5.181818181818182,20,103.63636363636363
4,9,2021,5.476666666666666,15,82.14999999999999
4,9,2022,4.75,6,28.5
4,9,2023,4.75,16,76.0
5,4,2013,3.5,5,17.5
5,4,2014,3.5,20,70.0
5,4,2016,3.5,12,42.0
5,4,2017,3.5,8,28.0
5,4,2018,3.5,7,24.5
5,4,2019,3.5,3,10.5
5,4,2021,3.75,6,22.5
5,4,2022,4.15,8,33.2
5,4,2023,4.15,20,83.0
5,4,2024,4.15,12,49.800000000000004
5,8,2013,3.5,5,17.5
5,8,2015,3.5,20,70.0
5,8,2016,3.5,5,17.5
5,8,2017,3.5,9,31.5
5,8,2018,3.5,6,21.0
5,8,2019,3.5,8,28.0
5,8,2020,3.75,13,48.75
5,8,2021,4.571428571428571,8,36.57142857142857
5,8,2022,5.32,7,37.24
5,8,2023,4.15,15,62.25000000000001
5,12,2013,3.5,9,31.5
5,12,2014,3.5,24,84.0
5,12,2015,3.5,6,21.0
5,12,2016,3.5,5,17.5
5,12,2017,3.5,9,31.5
5,12,2018,3.5,8,28.0
5,12,2019,3.75,10,37.5
5,12,2021,3.95,5,19.75
5,12,2022,4.15,25,103.75000000000001
5,12,2023,4.15,11,45.650000000000006
5,2,2014,3.5,12,42.0
5,2,2016,3.5,5,17.5
5,2,2017,3.5,7,24.5
5,2,2018,3.5,8,28.0
5,2,2019,3.5,10,35.0
5,2,2020,3.75,15,56.25
5,2,2021,3.75,8,30.0
5,2,2022,4.15,7,29.050000000000004
5,2,2023,4.15,5,20.75
5,2,2024,4.15,9,37.35
5,1,2014,3.5,5,17.5
5,1,2015,3.5,14,49.0
5,1,2017,3.5,6,21.0
5,1,2018,3.5,7,24.5
5,1,2019,3.5,6,21.0
5,1,2020,3.75,4,15.0
5,1,2021,3.75,15,56.25
5,1,2022,4.15,5,20.75
5,1,2023,4.15,9,37.35
5,1,2024,4.15,8,33.2
5,7,2013,3.5,2,7.0
5,7,2015,3.5,5,17.5
5,7,2016,3.5,14,49.0
5,7,2017,3.5,4,14.0
5,7,2018,3.5,8,28.0
5,7,2019,3.5,9,31.5
5,7,2020,3.75,6,22.5
5,7,2021,5.666666666666667,3,17.0
5,7,2022,5.32,9,47.88
5,7,2023,4.15,6,24.900000000000002
5,6,2013,3.5,6,21.0
5,6,2014,3.5,10,35.0
5,6,2015,3.5,32,112.0
5,6,2016,3.5,4,14.0
5,6,2017,3.5,1,3.5
5,6,2018,3.5,8,28.0
5,6,2019,3.5,9,31.5
5,6,2021,4.325,9,38.925000000000004
5,6,2022,5.125,7,35.875
5,6,2023,4.15,5,20.75
5,3,2014,3.5,15,52.5
5,3,2015,3.5,7,24.5
5,3,2016,3.5,14,49.0
5,3,2017,3.5,6,21.0
5,3,2018,3.5,8,28.0
5,3,2019,3.5,7,24.5
5,3,2020,3.75,4,15.0
5,3,2021,3.75,5,18.75
5,3,2022,4.15,12,49.800000000000004
5,3,2023,4.15,12,49.800000000000004
5,3,2024,5.612500000000001,6,33.675000000000004
5,5,2013,3.5,7,24.5
5,5,2014,3.5,4,14.0
5,5,2015,3.5,8,28.0
5,5,2016,3.5,13,45.5
5,5,2017,3.5,5,17.5
5,5,2018,3.5,9,31.5
5,5,2019,3.5,13,45.5
5,5,2020,3.75,6,22.5
5,5,2021,3.75,10,37.5
5,5,2022,4.15,27,112.05000000000001
5,5,2023,5.125,4,20.5
5,11,2013,3.5,6,21.0
5,11,2016,3.5,6,21.0
5,11,2017,3.5,7,24.5
5,11,2018,3.5,11,38.5
5,11,2019,3.5,9,31.5
5,11,2020,3.75,6,22.5
5,11,2021,3.75,6,22.5
5,11,2022,5.32,8,42.56
5,11,2023,4.15,13,53.95
5,10,2013,3.5,6,21.0
5,10,2014,3.5,2,7.0
5,10,2015,3.5,6,21.0
5,10,2016,3.5,5,17.5
5,10,2017,3.5,6,21.0
5,10,2018,3.5,12,42.0
5,10,2019,3.5,12,42.0
5,10,2021,3.75,12,45.0
5,10,2022,5.32,7,37.24
5,10,2023,4.15,52,215.8
5,9,2013,3.5,1,3.5
5,9,2015,3.5,13,45.5
5,9,2016,3.5,14,49.0
5,9,2018,3.5,6,21.0
5,9,2019,3.5,12,42.0
5,9,2020,3.75,4,15.0
5,9,2021,3.75,11,41.25
5,9,2022,4.15,5,20.75
5,9,2023,4.985714285714287,11,54.842857142857156
6,4,2013,3.0,19,57.0
6,4,2014,3.0,21,63.0
